"","id.x","xcoord","ycoord","NM_MU","IVS_2000","IVS_INF_00","IVS_CPH_00","IVS_REN_00","IVS_2010","IVS_INF_10","IVS_CPH_10","IVS_REN_10","MASC","FEM","POP","DOM_OCU","Dens_Dom","Dens_hab","ocup_2000","ocup_2010","ocup_2018","Pop_Urbana","Pop_Rural","Pop_Total","Area","VTN_MED","URB_RURAL"
"323","F419",-35.98315018896,-8.28460730210683,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"324","F420",-35.9831195800093,-8.28451607259209,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"325","F422",-35.9831074900563,-8.2843914146036,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"326","F424",-35.9830401392083,-8.28428525856145,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"327","F425",-35.9830132011726,-8.28423050392757,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"328","F426",-35.9829330933127,-8.28417756634617,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"329","F427",-35.9829003065576,-8.28410674495513,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"330","F265",-35.9839943360157,-8.28510719189263,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"331","F324",-35.9838782319209,-8.28459877709889,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"332","F325",-35.9839003857166,-8.28465197864415,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"333","F323",-35.9838466464648,-8.28454496060804,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"334","F326",-35.9839236680771,-8.28471791158773,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,329,376,705,196,0.005,0.017591995145095,1,1,0,279589,35323,314912,9281,5105.25,1
"335","F428",-35.9828670625149,-8.28425353619371,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"336","F429",-35.9827636037425,-8.2841450622349,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"337","F430",-35.9827742194976,-8.284060544535,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"338","F431",-35.9827767129922,-8.28402314133101,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"339","F432",-35.9826315020243,-8.28393052695677,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"340","F433",-35.9825398609212,-8.28392267969846,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"341","F434",-35.9824629280343,-8.28391674871723,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"342","F435",-35.9824195080547,-8.28391228418755,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"343","F436",-35.9825337660136,-8.28379720135533,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"344","F437",-35.9822039890408,-8.28358828887095,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"345","F440",-35.9820057375679,-8.28362340508678,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"346","F441",-35.9819893039697,-8.28355766410992,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"347","F442",-35.981979124579,-8.28347068119346,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"348","F3032",-35.9818937792413,-8.28345985994788,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"349","F443",-35.9818267982768,-8.2834547866841,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"350","F444
Residencial",-35.9817834402816,-8.28345237416118,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"351","F439",-35.9821157503799,-8.28369026272491,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,358,397,755,204,0.005,0.018839714057286,1,1,0,279589,35323,314912,9281,5105.25,1
"352","F254",-35.9815457193609,-8.28146347355714,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"353","F255",-35.9815459894936,-8.28168798848541,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"354","F448",-35.981668840637,-8.28316733298092,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"355","F449",-35.9815564487475,-8.2830402382496,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"356","F450",-35.9814582547045,-8.28293735859144,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"357","F451",-35.9813974372698,-8.28286035234345,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"358","F452",-35.9813369969309,-8.28284956864628,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"359","F453
EdificaÃƒÆ’Ã‚Â§ÃƒÆ’Ã‚Â£o em alvenaria",-35.9812946009464,-8.28286382541869,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"360","F454",-35.981240618485,-8.2828156135585,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"361","F254",-35.9815457202053,-8.28146347354164,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"362","F255",-35.9815459903381,-8.28168798846991,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,225,249,474,126,0.003,0.011827849817297,1,1,0,279589,35323,314912,9281,5105.25,1
"363","F456",-35.9811111968453,-8.28266866020082,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"364","F457",-35.9811007627093,-8.28262900815781,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"365","F458",-35.9810872223288,-8.28249105030433,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"366","F459",-35.9810282151887,-8.28231348702469,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"367","F460",-35.9809497513716,-8.28227329806677,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"368","F462",-35.9808431913688,-8.28173321210648,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"369","F463",-35.9808433934183,-8.28166700835962,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"370","F464",-35.9808460167552,-8.28160377175578,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"371","F465",-35.9808485311943,-8.28154829524302,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"372","F466",-35.9808496759544,-8.28148831126368,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"373","F467",-35.9809606655518,-8.28142428718756,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"374","F468",-35.9809654758071,-8.28136131454051,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,338,400,738,199,0.005,0.018415570503859,1,1,0,279589,35323,314912,9281,5105.25,1
"375","F242",-35.9817768835525,-8.27970630322815,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"376","F243",-35.9817639096905,-8.27978507993975,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"377","F244",-35.9817484354193,-8.27990293214844,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"378","F245",-35.9817336745649,-8.28003356804284,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"379","F246",-35.9817126595191,-8.28018959710807,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"380","F247",-35.9816833989337,-8.28041109290648,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"381","F248",-35.9816626028373,-8.28056866455414,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"382","F249",-35.9816454918887,-8.28071904266534,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"383","F250",-35.9815843952,-8.28109369189638,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"384","F251",-35.9815705971618,-8.28118529712285,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"385","F252",-35.9815630885306,-8.281249588666,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"386","F253",-35.9815544048738,-8.28134525270309,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"387","F242",-35.9817768843974,-8.27970630321266,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"388","F243",-35.9817639105354,-8.27978507992426,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"389","F244",-35.9817484362641,-8.27990293213296,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"390","F245",-35.9817336754097,-8.28003356802734,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"391","F246",-35.9817126603638,-8.28018959709259,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"392","F247",-35.9816833997784,-8.28041109289099,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"393","F248",-35.981662603682,-8.28056866453866,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"394","F249",-35.9816454927334,-8.28071904264986,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"395","F250",-35.9815843960446,-8.28109369188088,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"396","F251",-35.9815705980063,-8.28118529710735,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"397","F252",-35.9815630893751,-8.28124958865051,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"398","F253",-35.9815544057183,-8.2813452526876,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,116,128,244,67,0.002,0.006088594977225,1,1,0,279589,35323,314912,9281,5105.25,1
"399","F469",-35.9809699180918,-8.28130941228352,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"400","F470",-35.9809765374673,-8.281248549358,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"401","F471",-35.9809836610731,-8.28118554097376,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"402","F472",-35.9809877319179,-8.28111919799952,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"403","F473",-35.9809600486565,-8.28103052872885,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"404","F1000",-35.9808854692135,-8.28101018264088,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"405","F474",-35.9809920360523,-8.28083990742056,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"406","F475",-35.9810240825915,-8.28076617213358,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"407","F476",-35.9810339687924,-8.28069720231071,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"408","F477",-35.9810400324713,-8.28064563041963,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"409","F478",-35.9810442280752,-8.28031311394979,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"410","F479",-35.9810474903788,-8.28017647753513,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"411","F480",-35.9810835621731,-8.28005571484435,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"412","F481",-35.9811159469939,-8.27992903687312,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"413","F482",-35.9811319432267,-8.2798634193344,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"414","F483",-35.9811507943486,-8.27980956575568,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"415","F484",-35.9811713257355,-8.2797455918716,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"416","F485",-35.9811833296195,-8.27968738537859,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"417","F486",-35.9811933290574,-8.27963829785774,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,217,258,475,137,0.003,0.011852837422215,1,1,0,279589,35323,314912,9281,5105.25,1
"418","F226",-35.9820214421437,-8.27793378731194,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"419","F227",-35.9819980160892,-8.27806041376441,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"420","F228",-35.9819743167517,-8.2782131098368,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"421","F230",-35.9819354534001,-8.27852261466657,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"422","F230",-35.9819224479484,-8.27861684942392,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"423","F231",-35.9819156121522,-8.27866997731917,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"424","F232",-35.9819071151309,-8.27873137426737,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"425","F233",-35.9818993963668,-8.27879198796474,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"426","F234",-35.9818911609349,-8.27885545337584,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"427","F235",-35.9818827421929,-8.2789188231984,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"428","F236",-35.9818743402039,-8.27898126393307,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"429","F237",-35.9818610418517,-8.2790757488851,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"430","F238",-35.9818494155269,-8.27915603165984,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"431","F239",-35.9818451943535,-8.27918761129684,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"432","F240",-35.9818350730806,-8.27926511541773,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"433","F241",-35.9818137229841,-8.27943009688944,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"434","F226",-35.982021442989,-8.27793378729644,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"435","F227",-35.9819980169344,-8.27806041374891,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"436","F228",-35.9819743175969,-8.2782131098213,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"437","F230",-35.9819354542453,-8.27852261465109,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"438","F230",-35.9819224487936,-8.27861684940842,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"439","F231",-35.9819156129973,-8.27866997730367,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"440","F232",-35.981907115976,-8.27873137425187,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"441","F233",-35.9818993972119,-8.27879198794924,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"442","F234",-35.9818911617799,-8.27885545336036,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"443","F235",-35.981882743038,-8.27891882318291,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"444","F236",-35.981874341049,-8.27898126391757,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"445","F237",-35.9818610426968,-8.27907574886962,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"446","F238",-35.9818494163719,-8.27915603164434,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"447","F239",-35.9818451951985,-8.27918761128134,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"448","F240",-35.9818350739256,-8.27926511540223,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
"449","F241",-35.9818137238291,-8.27943009687394,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,147,170,317,87,0.002,0.007910178794938,1,1,0,279589,35323,314912,9281,5105.25,1
