"","id.x","xcoord","ycoord","NM_MU","IVS_2000","IVS_INF_00","IVS_CPH_00","IVS_REN_00","IVS_2010","IVS_INF_10","IVS_CPH_10","IVS_REN_10","MASC","FEM","POP","DOM_OCU","Dens_Dom","Dens_hab","ocup_2000","ocup_2010","ocup_2018","Pop_Urbana","Pop_Rural","Pop_Total","Area","VTN_MED","URB_RURAL"
"600","F591",-35.9797534633274,-8.2695210403502,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"601","F592",-35.9796871721646,-8.26942958885329,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"602","F593",-35.9796074561453,-8.26937715940632,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"603","F594",-35.9795742692693,-8.26928483676689,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"604","F595",-35.9795140386845,-8.26920086629262,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"605","F596",-35.9794817367281,-8.26912307154948,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"606","F597",-35.9794530941511,-8.26900190542336,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"607","F598",-35.9793947847553,-8.26892216213179,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"608","F599",-35.9793754943815,-8.26887849836723,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"609","F600",-35.9793794871086,-8.26882804507567,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"610","F601",-35.9793798080081,-8.26878893254472,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"611","F602",-35.9793376638976,-8.26878143702328,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"612","F578",-35.9801197520097,-8.27018912747607,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"613","F579",-35.9800857026671,-8.27015896666762,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"614","F580",-35.9800804195395,-8.27008999273907,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"615","F581",-35.9800323321986,-8.27009047431206,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"616","F582",-35.9800039435153,-8.27005813504842,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"617","F583",-35.9799894926042,-8.27003687583354,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,211,284,495,156,0.004,0.012351925556645,1,1,0,279589,35323,314912,9281,5105.25,1
"618","F603",-35.9786041149959,-8.26769582156188,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"619","F604",-35.9792759623288,-8.26861334416481,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"620","F605",-35.979249320166,-8.26858935213063,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"621","F606",-35.9792298729742,-8.26855988305998,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"622","F607",-35.979209416163,-8.26851059654111,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"623","F608",-35.9791756857541,-8.26845635261166,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"624","F609",-35.979148604635,-8.26841202320506,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"625","F610",-35.9791250675949,-8.26837590604761,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"626","F611",-35.9790930673442,-8.26834358547038,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"627","F612",-35.9790721267156,-8.26830024750401,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"628","F613",-35.978966457169,-8.26823095140353,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"629","F614",-35.9788840017778,-8.2680860435899,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"630","F614",-35.978819913103,-8.26800484582009,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,44,50,94,24,0.001,0.002345617614922,1,1,0,279589,35323,314912,9281,5105.25,1
"631","F151",-35.9777413015019,-8.26510681531322,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"632","F152",-35.9779652556457,-8.26549557566669,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"633","F616",-35.9779728447668,-8.26660640824364,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"634","F617",-35.9779504331135,-8.26651437167705,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"635","F617",-35.9779176293062,-8.26646437717993,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"636","F617",-35.9778921377834,-8.26641958651857,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"637","F618",-35.9778727220826,-8.26638659924014,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"638","F619",-35.9778480745197,-8.26633635073406,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"639","F620",-35.9778147856003,-8.26628242011929,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"640","F620",-35.97776371546,-8.26621232571536,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"641","F621",-35.9777043075415,-8.26617820382611,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"642","F622",-35.9776341857482,-8.26621435773301,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"643","F625",-35.9774291368474,-8.26593979836898,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"644","F626",-35.9773558013908,-8.26582240126303,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"645","F627",-35.9772351696489,-8.2656317321337,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"646","F628",-35.9771709099993,-8.26552955178253,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"647","F629",-35.9771127118071,-8.26543789383912,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"648","F630",-35.9770204870974,-8.26529153209635,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"649","F631",-35.9769292110769,-8.26514442563231,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"650","F632",-35.9768711602125,-8.26505085262402,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"651","F151",-35.9778974031912,-8.26534024503896,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"652","F151",-35.9777544737229,-8.26512651114856,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"653","F152",-35.9779652564827,-8.26549557565137,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,68,78,146,36,0.001,0.00364320572374,1,1,0,279589,35323,314912,9281,5105.25,1
"654","F149",-35.9772716035751,-8.26436790219618,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,59,65,124,30,0.001,0.003094228039027,1,1,0,279589,35323,314912,9281,5105.25,1
"655","F150",-35.9774960459737,-8.26475608015905,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,59,65,124,30,0.001,0.003094228039027,1,1,0,279589,35323,314912,9281,5105.25,1
"656","F149",-35.9772716044107,-8.2643679021809,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,59,65,124,30,0.001,0.003094228039027,1,1,0,279589,35323,314912,9281,5105.25,1
"657","F150",-35.9774960468097,-8.26475608014377,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,59,65,124,30,0.001,0.003094228039027,1,1,0,279589,35323,314912,9281,5105.25,1
"658","F145",-35.9767428244263,-8.26329733235889,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,39,45,84,20,0,0.002096095957312,1,1,0,279589,35323,314912,9281,5105.25,1
"659","F633",-35.9767750467249,-8.26489678501957,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,39,45,84,20,0,0.002096095957312,1,1,0,279589,35323,314912,9281,5105.25,1
"660","F635",-35.9761432213438,-8.26370280602825,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,39,45,84,20,0,0.002096095957312,1,1,0,279589,35323,314912,9281,5105.25,1
"661","F636",-35.9763822531425,-8.26418475349287,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,39,45,84,20,0,0.002096095957312,1,1,0,279589,35323,314912,9281,5105.25,1
"662","F635",-35.9760754700212,-8.26353860423212,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,39,45,84,20,0,0.002096095957312,1,1,0,279589,35323,314912,9281,5105.25,1
"663","F145",-35.9767428252608,-8.26329733234363,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,39,45,84,20,0,0.002096095957312,1,1,0,279589,35323,314912,9281,5105.25,1
"664","F137",-35.9764996236846,-8.26146933957953,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,0,0,279589,35323,314912,9281,5105.25,1
"665","F137",-35.9765210208942,-8.26169133452584,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,0,0,279589,35323,314912,9281,5105.25,1
"666","F138",-35.9765433985832,-8.2619133710031,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,0,0,279589,35323,314912,9281,5105.25,1
"667","F144",-35.976706719148,-8.26316633387892,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,1,0,279589,35323,314912,9281,5105.25,1
"668","F639",-35.9758745577117,-8.26264355098416,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,1,0,279589,35323,314912,9281,5105.25,1
"669","F137",-35.9764996245185,-8.26146933956428,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,0,0,279589,35323,314912,9281,5105.25,1
"670","F137",-35.9765210217281,-8.26169133451059,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,0,0,279589,35323,314912,9281,5105.25,1
"671","F138",-35.9765433994173,-8.26191337098787,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,0,0,279589,35323,314912,9281,5105.25,1
"672","F144",-35.9767067199824,-8.26316633386362,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,47,52,99,23,0.001,0.002470399514186,1,1,0,279589,35323,314912,9281,5105.25,1
"673","F131",-35.9763137702636,-8.25964255655767,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,38,41,79,18,0,0.001971327920467,1,0,0,279589,35323,314912,9281,5105.25,1
"674","F132",-35.9763237311578,-8.25975508358922,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,38,41,79,18,0,0.001971327920467,1,0,0,279589,35323,314912,9281,5105.25,1
"675","F133",-35.9763369584695,-8.25990862275676,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,38,41,79,18,0,0.001971327920467,1,0,0,279589,35323,314912,9281,5105.25,1
"676","F131",-35.9763137710971,-8.25964255654241,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,38,41,79,18,0,0.001971327920467,1,0,0,279589,35323,314912,9281,5105.25,1
"677","F132",-35.9763237319913,-8.25975508357398,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,38,41,79,18,0,0.001971327920467,1,0,0,279589,35323,314912,9281,5105.25,1
"678","F133",-35.9763369593031,-8.25990862274152,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,38,41,79,18,0,0.001971327920467,1,0,0,279589,35323,314912,9281,5105.25,1
"679","F128",-35.9762359415657,-8.25889337696247,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,26,28,54,13,0,0.00134748933064,1,0,0,279589,35323,314912,9281,5105.25,1
"680","F129",-35.9762497145705,-8.25902950773106,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,26,28,54,13,0,0.00134748933064,1,0,0,279589,35323,314912,9281,5105.25,1
"681","F130",-35.9762602228564,-8.25912923658074,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,26,28,54,13,0,0.00134748933064,1,0,0,279589,35323,314912,9281,5105.25,1
"682","F128",-35.9762359423991,-8.25889337694727,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,26,28,54,13,0,0.00134748933064,1,0,0,279589,35323,314912,9281,5105.25,1
"683","F129",-35.9762497154038,-8.25902950771582,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,26,28,54,13,0,0.00134748933064,1,0,0,279589,35323,314912,9281,5105.25,1
"684","F130",-35.9762602236898,-8.25912923656551,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,26,28,54,13,0,0.00134748933064,1,0,0,279589,35323,314912,9281,5105.25,1
"685","F121",-35.9760385477247,-8.25707191963551,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,18,19,37,9,0,0.000923279993726,1,0,0,279589,35323,314912,9281,5105.25,1
"686","F122",-35.9760613637878,-8.25726406365529,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,18,19,37,9,0,0.000923279993726,1,0,0,279589,35323,314912,9281,5105.25,1
"687","F121",-35.9760385485576,-8.25707191962029,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,18,19,37,9,0,0.000923279993726,1,0,0,279589,35323,314912,9281,5105.25,1
"688","F122",-35.9760613646208,-8.25726406364008,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,18,19,37,9,0,0.000923279993726,1,0,0,279589,35323,314912,9281,5105.25,1
"689","F065",-35.9789630812208,-8.22844400967582,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,15,15,30,7,0,0.000748602198771,1,0,0,279589,35323,314912,9281,5105.25,1
"690","F065",-35.9789630820586,-8.22844400966052,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,15,15,30,7,0,0.000748602198771,1,0,0,279589,35323,314912,9281,5105.25,1
"691","F676",-35.9751925346046,-8.25591741916171,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"692","F676",-35.9751879273466,-8.2558647040965,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"693","F677",-35.9751827663962,-8.2558112919799,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"694","F679",-35.9751676620206,-8.25569169285504,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"695","F680",-35.9751652899784,-8.2556468166643,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"696","F681",-35.9751628441446,-8.25560102755306,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"697","F682",-35.9751613394323,-8.25556799656899,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"698","F683",-35.9751596515617,-8.25553265206557,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"699","F684",-35.9751597215962,-8.25548502834375,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"700","F685",-35.975159592482,-8.25543507835267,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"701","F686",-35.9751442041845,-8.25538075064247,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"702","F687",-35.9751396079349,-8.25533086250308,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"703","F691",-35.9750947208929,-8.25497486411532,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,11,15,26,8,0,0.000648793386462,1,0,0,279589,35323,314912,9281,5105.25,1
"704","F703",-35.9750448284998,-8.24320420480377,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,6,6,12,2,0,0.000299442630785,1,0,0,279589,35323,314912,9281,5105.25,1
"705","F3013",-35.9750778231215,-8.24236200648438,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,6,6,12,2,0,0.000299442630785,1,0,0,279589,35323,314912,9281,5105.25,1
"706","F048",-35.9776014244434,-8.22415455861596,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,6,6,12,3,0,0.000299441838147,1,0,0,279589,35323,314912,9281,5105.25,1
"707","F048",-35.9776014252784,-8.22415455860074,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,6,6,12,3,0,0.000299441838147,1,0,0,279589,35323,314912,9281,5105.25,1
"708","F002",-35.9758722307758,-8.21968418634689,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"709","F003",-35.9758880525986,-8.21972785875551,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"710","F3014",-35.9751252595249,-8.21969132062559,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"711","F759",-35.9749667196333,-8.21932777107819,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"712","F760",-35.9749284034855,-8.21922934393085,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"713","F766",-35.9747878715231,-8.2188570501442,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"714","F767",-35.9747545102885,-8.21876629492982,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"715","F768",-35.974708631367,-8.21865618764036,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"716","F769",-35.9746717202663,-8.21851448284764,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"717","F002",-35.9758722316074,-8.21968418633173,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"718","F003",-35.9758880534302,-8.21972785874037,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,4,4,8,2,0,0.000199628443023,1,0,0,279589,35323,314912,9281,5105.25,1
"719","F772",-35.9685610884532,-8.20644011782138,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,12,12,24,6,0,0.000598892150044,1,0,0,279589,35323,314912,9281,5105.25,1
"720","F774",-35.9684680848387,-8.20630979265786,"CARUARU",0.447,0.178,0.64,0.522,0.31,0.105,0.467,0.357,12,12,24,6,0,0.000598892150044,1,0,0,279589,35323,314912,9281,5105.25,1
"721","F1326",-36.1149603727529,-7.96725911638555,"TAQUARITINGA DO NORTE",0.539,0.406,0.656,0.555,0.385,0.255,0.495,0.406,259,265,524,125,0,0.000522886638391,1,0,0,17961,6942,24903,4488,2395.28,0
"722","F1327",-36.1149076703897,-7.96726472185073,"TAQUARITINGA DO NORTE",0.539,0.406,0.656,0.555,0.385,0.255,0.495,0.406,259,265,524,125,0,0.000522886638391,1,0,0,17961,6942,24903,4488,2395.28,0
"723","F1328",-36.114927473921,-7.96720994350464,"TAQUARITINGA DO NORTE",0.539,0.406,0.656,0.555,0.385,0.255,0.495,0.406,259,265,524,125,0,0.000522886638391,1,0,0,17961,6942,24903,4488,2395.28,0
"724","F1330",-36.11519136763,-7.96705864540559,"TAQUARITINGA DO NORTE",0.539,0.406,0.656,0.555,0.385,0.255,0.495,0.406,259,265,524,125,0,0.000522886638391,1,0,0,17961,6942,24903,4488,2395.28,0
"725","F1331",-36.1152108944521,-7.96708855850525,"TAQUARITINGA DO NORTE",0.539,0.406,0.656,0.555,0.385,0.255,0.495,0.406,259,265,524,125,0,0.000522886638391,1,0,0,17961,6942,24903,4488,2395.28,0
"726","F1823",-36.1230957699223,-7.967105161178,"TAQUARITINGA DO NORTE",0.539,0.406,0.656,0.555,0.385,0.255,0.495,0.406,259,265,524,125,0,0.000522886638391,1,0,0,17961,6942,24903,4488,2395.28,0
"727","F1334",-36.1153588270674,-7.96708158918979,"TAQUARITINGA DO NORTE",0.539,0.406,0.656,0.555,0.385,0.255,0.495,0.406,259,265,524,125,0,0.000522886638391,1,0,0,17961,6942,24903,4488,2395.28,0
